0.157906 -0.1592923 0.5103307
0.158359 -0.1623856 0.4991658
0.1664748 -0.158467 0.4678181
0.1452904 -0.1432969 0.4614945
0.1525461 -0.1448955 0.4439259
0.1357346 -0.1361297 0.4446094
0.1371186 -0.1262442 0.4445476
0.1407584 -0.1294559 0.4395046
0.1528496 -0.1438647 0.4277859
0.1342093 -0.127906 0.4487784
0.1392732 -0.1398556 0.4422952
0.148416 -0.139393 0.4427453
0.1479944 -0.1351702 0.4170737
0.1418222 -0.1252585 0.4118709
0.13913 -0.1297195 0.413303
0.1520335 -0.1464995 0.4590781
0.1455618 -0.1381962 0.4284885
0.1502092 -0.1455915 0.4604957
0.1447449 -0.1417652 0.4419854
0.1388488 -0.1373478 0.4547533
0.1498227 -0.1478647 0.4574556
0.1422317 -0.1348193 0.4454591
0.1513547 -0.1431182 0.4352601
0.1422706 -0.1333465 0.4307115
0.1460539 -0.1400529 0.437809
0.1506223 -0.1512383 0.4559684
0.1461044 -0.1381688 0.4290927
0.1482291 -0.1335295 0.4263205
0.1455449 -0.1369572 0.4512183
0.1458439 -0.1368082 0.4623038
0.1454701 -0.1340373 0.4339826
0.1453739 -0.1394492 0.4601429
0.1437397 -0.1446631 0.4368176
0.1419428 -0.139233 0.4185848
0.1525105 -0.1545613 0.4649131
0.1512809 -0.1470289 0.4378963
0.1387599 -0.131036 0.4183823
0.1404609 -0.1398951 0.427942
0.1440396 -0.1373428 0.4505332
0.1449434 -0.1409617 0.4691776
0.1442712 -0.1394537 0.4482437
0.1570518 -0.154504 0.4467253
0.1476874 -0.1438086 0.4769235
0.146155 -0.1390445 0.4268854
0.1521928 -0.1517595 0.4640534
0.1537688 -0.1600913 0.4641671
0.1493209 -0.1496692 0.445075
0.1490532 -0.1457868 0.446773
0.1420168 -0.1308335 0.4269343
0.1453134 -0.1352979 0.4156568
0.1501464 -0.1461267 0.448638
0.1404263 -0.1376978 0.4255944
0.1347321 -0.1278407 0.426467
0.1407086 -0.1312014 0.4268938
0.1472113 -0.1419605 0.4412929
0.1444771 -0.1380457 0.4283543
0.1385402 -0.1299371 0.424492
0.1457051 -0.1305163 0.4371426
0.1478923 -0.1260989 0.414997
0.1549793 -0.1506227 0.4583834
0.1464192 -0.1415979 0.4415132
0.1508098 -0.1507501 0.4746351
0.1500539 -0.1423373 0.4360233
0.1549205 -0.150821 0.4560414
0.1468561 -0.1445689 0.4556977
0.1514388 -0.1364237 0.4255331
0.1472982 -0.1497047 0.4569778
0.1482063 -0.1422466 0.4524585
0.1459145 -0.1394165 0.4407747
0.1482501 -0.1419521 0.4388465
0.1386149 -0.1236511 0.4111911
0.1337582 -0.1319481 0.4231337
0.1491608 -0.1406733 0.458274
0.1524146 -0.1351499 0.4339562
0.1443795 -0.1397717 0.4439339
0.1510827 -0.1464609 0.4428369
0.1414439 -0.132985 0.4354566
0.1431644 -0.1307744 0.4350861
0.1452431 -0.14917 0.4709883
0.1390263 -0.1329336 0.4291438
0.1504285 -0.1429304 0.4359226
0.1521642 -0.1435276 0.4303015
0.1458918 -0.1308367 0.4176836
0.156668 -0.1452899 0.4305922
0.1448741 -0.142586 0.4561377
0.1454793 -0.1451452 0.4414983
0.1533992 -0.1404691 0.4456526
0.1459003 -0.1475692 0.4526807
0.146109 -0.1310805 0.4286749
0.1431049 -0.1302947 0.4490126
0.1477693 -0.141168 0.4230529
0.1434887 -0.1431043 0.454292
0.1481736 -0.1432517 0.4533901
0.152985 -0.1522869 0.4558955
0.1409245 -0.1356427 0.4531537
0.1405114 -0.1314189 0.4408503
0.146812 -0.1395287 0.4623967
0.1509179 -0.1460588 0.4652407
0.1488116 -0.1450291 0.4287526
0.1514187 -0.1465185 0.4447689
