0.0001609503 -7.991834e-05 0.000503996
0.000187964 -0.000161177 0.0007899039
0.0002122726 -0.0001878085 0.0008720949
0.0002222401 -0.0001699638 0.0009029071
0.0002695446 -0.0002430574 0.000968129
0.0002609781 -0.0002736894 0.001034279
0.0002726308 -0.0002738023 0.000968321
0.0002777485 -0.0002924175 0.0009446425
0.0002824622 -0.0003297018 0.001029051
0.0002630628 -0.0003016011 0.001010586
0.0002754492 -0.0003317494 0.001034679
0.0002725624 -0.0003123533 0.001042172
0.0002438221 -0.0002604299 0.0009914618
0.0002697234 -0.0002762759 0.001077189
0.0002202774 -0.0002143692 0.0009544952
0.0002593617 -0.0002633993 0.00101242
0.0002422623 -0.0002207098 0.0009388539
0.0002614308 -0.0002608447 0.000951478
0.0002520756 -0.0002458736 0.00098541
0.0002463428 -0.0002547436 0.0009167326
0.0002708269 -0.0002742397 0.0009191285
0.0002647171 -0.0002311347 0.0008942906
0.0002782009 -0.0002872119 0.001011645
0.0002566267 -0.0002272877 0.0009659971
0.0002574567 -0.0002487241 0.0009886825
0.0002853984 -0.0002649395 0.0009751518
0.0002757445 -0.0003025119 0.001195422
0.0002447237 -0.0002521705 0.0009226419
0.0002692836 -0.0003306284 0.001103758
0.0002810964 -0.0003281907 0.001067437
0.0002640306 -0.0002732278 0.0009745893
0.000245085 -0.0002824433 0.001068213
0.0002533089 -0.00027166 0.001011271
0.0002416049 -0.0002610261 0.001091839
0.0002742378 -0.0002791613 0.001042097
0.000295445 -0.0002357362 0.0009368316
0.0002834586 -0.000259073 0.0009891106
0.0002683088 -0.0002307639 0.0009552559
0.0002703564 -0.0002622231 0.001003098
0.0002470167 -0.0002689124 0.0009327639
0.0002748856 -0.0002699613 0.000935986
0.0002552034 -0.0002626136 0.0009493244
0.0002420745 -0.0002430717 0.001006536
0.000242081 -0.0002271644 0.001040405
0.0002156505 -0.0002115419 0.001012691
0.0002578852 -0.0002946673 0.001175053
0.0002865789 -0.0002777821 0.0009878524
0.0002682562 -0.0002912807 0.001051202
0.000294621 -0.0003087969 0.001080874
0.0002771472 -0.0002829488 0.0009576171
0.0002446073 -0.0002195109 0.0009567166
0.0002607355 -0.0002578939 0.001081755
0.0002426704 -0.0002600466 0.001129709
0.0002544546 -0.0002703215 0.001127588
0.000289341 -0.0003040966 0.001025521
0.000279426 -0.0002682586 0.00103202
0.0002732277 -0.000331491 0.00124071
0.0002642046 -0.0003084103 0.00113074
0.0002768787 -0.000326304 0.001097243
0.0002822939 -0.0003304098 0.001036216
0.00030304 -0.0003606396 0.001138683
0.0002719307 -0.0003444204 0.001094212
0.0002712709 -0.0002873958 0.0009423035
0.0002813016 -0.000263685 0.0009958899
0.0002707405 -0.0003273119 0.001120726
0.0002395643 -0.0002942476 0.00112248
0.000228776 -0.0002753822 0.001081543
0.000241358 -0.0002534829 0.0009480721
0.0002380855 -0.0002823696 0.001059402
0.0002386114 -0.0002698239 0.001122945
0.000270171 -0.0002851415 0.00109909
0.0002875424 -0.0002864157 0.001020048
0.0002581629 -0.0002737219 0.001051279
0.0002863509 -0.0003126831 0.000999468
0.0002716116 -0.0002927148 0.001019619
0.000264747 -0.0002922142 0.0009712952
0.0002486029 -0.0003070486 0.001070604
0.0002338071 -0.0002711453 0.000981601
0.0002361942 -0.0002395143 0.0009026398
0.0002278707 -0.0002754785 0.001052186
0.0002369292 -0.0002960283 0.001127067
0.0002362993 -0.00027184 0.0009586751
0.0002512197 -0.0002838552 0.001026394
0.0002531383 -0.0002876785 0.001098783
0.0002554885 -0.0002972901 0.00103855
0.0002748551 -0.0003091344 0.001061684
0.0003054532 -0.0003868376 0.001198147
0.0002934925 -0.0003824367 0.001298333
0.00038577 -0.0004536712 0.001255922
0.0003592666 -0.0004467175 0.001138056
0.0003009741 -0.0003157303 0.0009998221
0.0002952929 -0.0003171972 0.001076581
0.0002759783 -0.0002972259 0.0009716205
0.0002548276 -0.0002681934 0.0009360221
0.0002998235 -0.0003035661 0.0009207031
0.0002741995 -0.0002646321 0.0008687575
0.0002724595 -0.0002747093 0.0009184528
0.0002628925 -0.000306158 0.000966298
0.0002556677 -0.0002679695 0.0009796252
0.000287525 -0.0003240284 0.001038252
