x,
1667,48.29319617
1668,51.75157137
1669,52.77433703
1670,45.42706199
1671,56.85155529
1672,52.79329862
1673,53.43776591
1674,56.46458226
1675,49.42593044
1676,50.95406703
1677,55.15771783
1678,47.61261941
1679,54.52494411
1680,58.30722386
1681,49.52060204
1682,56.19624359
1683,45.11739213
1684,52.52022767
1685,52.37389216
1686,49.77131454
1687,51.70435555
1688,48.63861329
1689,44.52409378
1690,54.56227086
1691,46.90417739
1692,48.86988278
1693,49.2495088
1694,50.63687752
1695,47.23375859
1696,55.96414481
1697,54.17230949
1698,49.53787075
1699,48.47134717
1700,43.70254753
1701,44.5587777
1702,45.78221033
1703,53.24197293
1704,46.1688105
1705,44.88485219
1706,43.98492122
1707,43.03899201
1708,47.73242453
1709,57.22146771
1710,52.72714625
1711,49.67963923
1712,52.06700408
1713,52.26370472
1714,54.63784413
1715,51.32557114
1716,53.92398835
1717,54.10223397
1718,52.166387
1719,52.99320397
1720,49.25445764
1721,45.16685266
1722,47.49884665
1723,41.96581682
1724,52.19397341
1725,40.91989725
1726,48.77263641
1727,52.14810364
1728,47.51581682
1729,57.52427235
1730,56.0708041
1731,57.05590529
1732,54.95908052
1733,44.25504154
1734,58.48796371
1735,54.93040089
1736,54.09635338
1737,52.66018367
1738,51.9444352
1739,44.77600897
1740,45.49267824
1741,49.32362732
1742,49.78970719
1743,51.23259007
1744,43.82311728
1745,57.98430129
1746,54.8246436
1747,46.21566527
1748,42.8420756
1749,56.2192225
1750,49.30592817
1751,48.09387338
1752,52.73907997
1753,48.39407853
1754,50.5761829
1755,48.82934132
1756,47.6631262
1757,52.59633744
1758,54.75841242
1759,59.06893399
1760,62.3313058
1761,55.9852379
1762,55.3784601
1763,54.91876598
1764,58.8424052
1765,48.58237378
1766,56.64818563
1767,57.93543265
1768,57.3008783
1769,59.03421163
1770,52.28604743
1771,60.23628041
1772,57.83122138
1773,57.56302876
1774,55.41726775
1775,57.04556952
1776,47.55337313
1777,60.63908138
1778,58.99755547
1779,56.28871274
1780,54.54072493
1781,55.13894285
1782,55.1536835
1783,60.32229357
1784,55.99007843
1785,52.52115024
1786,56.97081293
1787,49.76421641
1788,56.84415582
1789,60.05854606
1790,55.64618637
1791,57.65945225
1792,58.40262386
1793,54.96130709
1794,62.36922432
1795,62.70585718
1796,58.99530052
1797,54.86290547
1798,57.94956037
1799,61.1125958
1800,58.76785464
1801,61.5639366
1802,57.87439339
1803,55.32708324
1804,53.75543138
1805,57.09572392
1806,59.81693013
1807,58.41868808
1808,53.616036
1809,58.93987596
1810,55.11451115
1811,54.35124528
1812,57.09203731
1813,55.98429679
1814,54.35452597
1815,50.19005975
1816,59.05987104
1817,57.97226768
1818,61.21254744
1819,56.60949332
1820,56.96926768
1821,60.80626822
1822,62.27028645
1823,58.80386621
1824,61.69139362
1825,59.06226792
1826,58.87801003
1827,58.62745555
1828,56.99699496
1829,57.05448055
1830,59.19673962
1831,55.77374084
1832,50.13779206
1833,54.21464738
1834,55.57989809
1835,52.46962046
1836,58.21306122
1837,54.6458903
1838,50.41951021
1839,60.65787208
1840,62.42206323
1841,59.42389855
1842,65.07879735
1843,61.89288663
1844,62.7454564
1845,68.97553148
1846,64.49512671
1847,67.78899974
1848,61.99579371
1849,54.76882585
1850,55.61630127
1851,56.67573515
1852,64.93882116
1853,57.64938343
1854,61.2141642
1855,60.31102651
1856,61.41862668
1857,59.00177098
1858,59.43855908
1859,55.14458969
1860,52.27178708
1861,54.3613153
1862,51.8233739
1863,53.06698835
1864,54.31602123
1865,56.11664886
1866,53.7679147
1867,56.38067378
1868,63.06136099
1869,47.09864962
1870,49.70581039
1871,46.6318917
1872,52.80879863
1873,50.78351485
1874,47.828083
1875,49.19871838
1876,47.14436197
1877,47.7003495
1878,47.44299622
1879,49.40840908
1880,50.93977217
1881,49.94596933
1882,52.60941705
1883,51.53543904
1884,52.30973392
1885,56.35477772
1886,50.04729171
1887,48.301459
1888,46.8878701
1889,44.77474706
1890,47.5209213
1891,47.19037547
1892,52.50392495
1893,52.89338659
1894,50.36226983
1895,52.16138151
1896,55.53267832
1897,55.26673453
1898,50.37648514
1899,50.94740809
1900,49.01520949
1901,40.73086812
1902,47.81707357
1903,45.56930726
1904,44.46930726
1905,47.02170345
1906,51.55370447
1907,51.85276766
1908,53.78037727
1909,55.36463605
1910,46.79222498
1911,47.36939214
1912,48.87414146
1913,47.42263725
1914,56.18110736
1915,45.94867521
1916,44.8318961
1917,47.20700357
1918,55.70053701
1919,55.08956905
1920,55.72754877
1921,47.87937138
1922,55.1314861
1923,45.18461766
1924,48.56443554
1925,45.14323209
1926,56.07317236
1927,54.68943684
1928,44.29881832
1929,56.92977646
1930,45.0466184
1931,45.45937138
1932,49.20684237
1933,49.97589329
1934,50.45173656
1935,46.64060537
1936,46.96329741
1937,47.39631371
1938,52.93302295
1939,51.62317173
1940,44.3073395
1941,43.93407363
1942,45.89009248
1943,48.08080775
1944,48.70152303
1945,48.23825716
1946,48.83917482
1947,46.51989009
1948,52.60649461
1949,49.93195259
1950,53.57131531
1951,55.02182773
1952,47.82067587
1953,49.83905987
1954,52.90648898
1955,48.72793336
1956,54.12495844
1957,52.38799636
1958,43.27246175
1959,47.07023382
1960,49.65080941
1961,46.49245605
1962,48.17351756
1963,49.26418464
1964,53.96676356
1965,49.53145737
1966,56.12871841
1967,56.89683685
1968,55.61188309
1969,52.06747889
1970,52.42743476
1971,51.31493634
1972,51.98037136
1973,54.07368374
1974,52.47753736
1975,51.15849414
1976,45.84193991
1977,53.85437279
1978,52.14459815
1979,53.79445359
1980,52.69460805
1981,51.46850405
1982,55.50516266
1983,47.22336285
1984,47.44563876
1985,43.07070114
1986,47.46983378
1987,41.43688594
1988,50.14843513
1989,50.16351942
1990,46.60638574
1991,51.01929823
1992,52.25325306
1993,49.81904525
1994,47.49101297
1995,45.87683719
1996,44.43078272
1997,42.55129319
1998,46.64393051
1999,50.64023654
2000,53.05384433
2001,53.50350703
2002,50.80724051
2003,50.83479342
2004,49.37323256
2005,46.80310402
2006,47.83014519
2007,50.57810402
2008,48.88545684
2009,46.61965855
2010,50.04512278
2011,45.03054519
2012,48.67828689
2013,49.81088057
2014,45.90510982
2015,48.33730002
2016,47.93029396
2017,52.24529642
2018,50.88033353
2019,50.63566765
2020,50.74309582
2021,43.50434876
2022,48.22884564
2023,47.04905207
2024,50.40958807
2025,50.57500493
2026,54.8068673
2027,47.1627299
2028,45.88740128
2029,53.19347636
2030,51.11868842
2031,54.26461277
2032,47.34418576
2033,51.54165837
2034,46.35417534
2035,43.34707424
2036,50.02190291
2037,47.32607935
2038,51.81302004
2039,49.06969117
2040,47.25931631
2041,44.9085935
2042,40.42369144
2043,46.30223494
2044,48.00018023
2045,51.78580157
2046,43.62607935
2047,50.26798062
2048,46.97155837
2049,51.37835819
2050,44.70193457
2051,48.27209409
2052,47.78842345
2053,50.32688864
2054,49.32478176
2055,43.8689792
2056,55.53426132
2057,48.69622622
2058,50.46771768
2059,53.42803105
2060,49.16561078
2061,49.43434606
2062,50.93347264
2063,48.39104534
2064,50.46915136
2065,48.14245063
2066,55.68589083
2067,50.08949988
2068,50.76132742
2069,53.63441789
2070,53.56201566
2071,42.67450787
2072,47.56813138
2073,45.63241957
2074,46.12734184
2075,41.87012091
2076,48.88085815
2077,51.89276402
2078,51.52803261
2079,56.38392245
2080,51.64660993
2081,50.60736793
2082,46.1014974
2083,54.60595082
2084,53.9601989
2085,52.32391986
2086,52.57973633
2087,53.51172834
2088,54.67228693
2089,54.50371748
2090,52.86687523
2091,55.95378522
2092,54.86642333
2093,57.36840376
2094,56.22855477
2095,56.2245022
2096,54.28274595
2097,54.99476024
2098,48.45985031
2099,49.00201979
2100,54.33455516
2101,52.96123164
2102,56.60495187
2103,50.57153604
2104,49.50385155
2105,47.75752219
2106,47.73823747
2107,54.31063527
2108,55.47529866
2109,46.77508065
2110,51.75350976
2111,54.518458
2112,52.78523579
2113,54.75482351
2114,50.73470492
2115,54.14916888
2116,44.48265798
2117,45.70401446
2118,48.24388152
2119,42.15993905
2120,44.61922378
2121,46.50217914
2122,48.66381208
2123,43.12279906
2124,45.72653254
2125,53.45275792
2126,44.53553586
2127,49.7239202
2128,42.97432497
2129,46.86504024
2130,47.81870517
2131,48.75227878
2132,56.68167789
2133,52.19615432
2134,56.73098879
2135,57.52233142
2136,55.94107252
2137,53.22854928
2138,54.34534406
2139,55.1697634
2140,56.65231507
2141,56.62319647
2142,55.90208155
2143,56.44371285
2144,54.09731833
2145,57.76250516
2146,53.65773666
2147,51.95808167
2148,55.391415
2149,52.04317857
2150,56.74224727
2151,54.87003849
2152,51.31588442
2153,57.09608702
2154,57.32879063
2155,57.60442273
2156,56.58808431
2157,57.74152743
2158,57.69208961
2159,56.89622837
2160,57.17436603
2161,55.74414439
2162,58.26588442
2163,56.63797684
2164,56.84821505
2165,54.32902553
2166,56.92383598
2167,55.33855784
2168,53.98489606
2169,55.25388304
2170,55.61792559
2171,55.70762422
2172,57.97862602
2173,48.25998642
2174,54.0564439
2175,55.54511372
2176,56.2235286
2177,51.39369373
2178,57.55845127
2179,59.40861012
2180,58.56842321
2181,56.80360704
2182,55.0747018
2183,57.32313634
2184,60.96739905
2185,51.89217649
2186,57.09730896
2187,57.24074594
2188,57.34219072
2189,57.7233093
2190,50.53154519
2191,58.19125883
2192,57.9578444
2193,51.68358636
2194,54.76432174
2195,49.57660543
2196,52.38294525
2197,48.33158187
2198,48.06678772
2199,53.02559443
2200,51.20772894
2201,52.77571134
2202,52.22886296
2203,52.4648817
2204,57.69966109
2205,56.03821039
2206,51.51202764
2207,55.52817591
2208,52.44021589
2209,54.80116145
2210,54.36626926
2211,52.87127348
2212,60.33194025
2213,56.66401181
2214,60.72356131
2215,58.14110736
2216,52.89676415
2217,51.39408187
2218,52.95544476
2219,53.40990526
2220,52.61079936
2221,55.04658005
2222,54.99659238
2223,56.67649688
2224,57.11466156
2225,59.24270355
2226,53.69496676
2227,51.69435478
2228,54.13976648
2229,53.6463735
2230,52.17070042
2231,56.56325481
2232,56.76650483
2233,54.02221834
2234,51.32050185
2235,54.69630189
2236,52.86380974
2237,51.97458419
2238,51.56436049
2239,53.82218786
2240,51.12682146
2241,52.73290669
2242,56.25454443
2243,50.50235739
2244,53.33895688
2245,55.04001946
2246,52.01691215
2247,57.28883128
2248,52.75187834
2249,55.5367493
2250,57.17780454
2251,57.44964342
2252,59.40798459
2253,53.8927351
2254,55.97144446
2255,55.63378033
2256,56.32260883
2257,56.65696756
2258,54.64909081
2259,53.39354152
2260,60.47202722
2261,58.83367288
2262,55.136605
2263,54.63489619
2264,54.84667957
2265,59.14489779
2266,55.06448764
2267,54.30001704
2268,55.2659306
2269,55.44282624
2270,54.76700977
2271,54.69987088
2272,50.36346942
2273,56.42914223
2274,55.55864271
2275,55.50099063
2276,59.74384557
2277,55.33684694
2278,52.55336029
2279,57.83613834
2280,54.34148439
2281,57.60518926
2282,61.19067427
2283,61.11236351
2284,59.696792
2285,57.41542237
2286,53.3518758
2287,56.94622982
2288,52.49621383
2289,58.76221418
2290,60.32888084
2291,55.01040666
2292,54.26180094
2293,53.04172755
2294,52.33121466
2295,52.99325236
2296,52.93437241
2297,57.96023849
2298,57.07372957
2299,55.02770292
2300,59.07649972
2301,55.80870436
2302,59.19515365
2303,59.74576309
2304,62.13403289
2305,50.32345475
2306,62.79949032
2307,63.66583546
2308,60.37847675
2309,60.98499158
2310,61.94212358
2311,60.08347859
2312,57.77607717
2313,57.49699475
2314,60.46176699
2315,62.73087234
2316,57.67620773
2317,58.49893028
2318,56.54581662
2319,61.54660177
2320,58.82710285
2321,55.53160278
2322,56.9906631
2323,59.73213283
2324,58.78852933
2325,55.88879406
2326,61.3059045
2327,56.18702528
2328,59.34120276
2329,57.42938102
2330,56.24821309
2331,56.22302094
2332,55.07075008
2333,60.84769725
2334,60.10812208
2335,57.43358882
2336,62.05470895
2337,59.4457407
2338,58.56597278
2339,57.03726972
2340,61.88271681
2341,61.80439542
2342,62.94604349
2343,58.6784366
2344,61.21031542
2345,58.17427927
2346,62.95331368
2347,61.25904056
2348,61.64535356
2349,54.44582382
2350,56.59318194
2351,58.80426441
2352,56.0637209
2353,48.84481456
2354,53.3599959
2355,57.58471831
2356,51.3191006
2357,59.18215578
2358,61.7072861
2359,54.45313936
2360,62.8339156
2361,61.11410093
2362,63.25571829
2363,61.86326126
2364,62.82572614
2365,63.56709062
2366,64.81736195
2367,64.87656734
2368,60.38580782
2369,62.14642594
2370,65.33246848
2371,61.35409261
2372,58.55308017
2373,60.51392235
2374,62.45284877
2375,59.47238658
2376,62.45981573
2377,59.60413226
2378,59.35621533
2379,59.61596958
2380,59.59950608
2381,58.60784164
2382,57.14948315
2383,60.91470742
2384,58.91656637
2385,62.16350388
2386,61.38127109
2387,65.91151574
2388,57.82157183
2389,60.57797777
2390,58.92521516
2391,58.83525982
2392,61.11954923
2393,61.98142039
2394,62.09838065
2395,61.58824696
2396,56.52569585
2397,58.3939156
2398,60.24309221
2399,63.57942157
2400,54.12540673
2401,60.30921918
2402,62.43248505
2403,57.00514377
2404,66.21512671
2405,63.11982314
2406,59.87920212
2407,61.64899974
2408,63.6190168
2409,61.52716442
2410,60.85043029
2411,63.91186084
2412,66.22492433
2413,58.39595388
2414,59.35858821
2415,56.43305939
2416,59.90256512
2417,62.07252468
2418,55.91590867
2419,60.00465098
2420,57.94525336
2421,54.80358434
2422,61.31739223
2423,60.38008835
2424,56.07064273
2425,57.42022539
2426,57.25400537
2427,53.71546929
2428,62.23197134
2429,57.34920103
2430,58.48181732
2431,60.79836392
2432,56.05801176
2433,58.36986029
2434,59.48452276
2435,63.4653291
2436,54.82635808
2437,60.77879735
2438,60.34756919
2439,59.39879735
2440,67.58165846
2441,59.96044735
2442,60.98125689
2443,59.88411799
2444,63.75942157
2445,51.95288046
2446,53.83000957
2447,43.2155842
