x,
674,58.60044363
675,58.67888486
676,54.68374346
677,58.75672858
678,58.5222759
679,55.92374406
680,57.63318621
681,56.1861313
682,60.77964158
683,59.02402562
684,59.31069323
685,59.75155767
686,61.15016927
687,59.23755635
688,59.96868326
689,59.08959974
690,59.04456319
691,59.94572105
692,62.95329997
693,60.9976617
694,56.19973526
695,54.84449087
696,53.6180575
697,56.45038201
698,67.37946435
699,60.40854669
700,68.77062506
701,64.5497074
702,69.15548782
703,62.43949577
704,65.88218591
705,63.53920157
706,47.34539596
707,42.51734498
708,46.98219418
709,56.65515901
710,57.28583783
711,50.70479191
712,49.48160716
713,46.80738911
714,53.3049925
715,53.75314052
716,58.57505166
717,53.58330416
718,55.64208968
719,54.25589185
720,51.09208435
721,53.42347192
722,55.02454523
723,53.15694357
724,57.25317828
725,56.50787039
726,51.32672686
727,55.38992029
728,52.18307294
729,50.41207479
730,52.33593405
731,54.42974267
732,53.36436444
733,55.02732291
734,59.99060401
735,54.73377424
736,60.91505346
737,62.88126996
738,56.16557327
739,56.00622711
740,55.83222146
741,55.43132231
742,56.99859938
743,57.03248249
744,55.33972501
745,56.11350857
746,56.61938131
747,56.44722003
748,53.62506866
749,55.19007718
750,54.21586628
751,49.93028088
752,54.3298183
753,57.70163512
754,54.12686516
755,58.92579906
756,58.37605465
757,58.91419315
758,61.3365521
759,56.51919019
760,53.63730912
761,57.25500482
762,54.47489281
763,54.54110993
764,59.81952547
765,57.48358636
766,58.04775569
767,58.38925929
768,51.89544525
769,54.06906937
770,55.21428309
771,47.07618062
772,49.11253355
773,51.10265176
774,59.06792953
775,60.57625171
776,56.83219157
777,54.82221792
778,51.29046881
779,55.94021583
780,57.54085642
781,56.94289916
782,55.78801244
783,58.33419811
784,62.37373928
785,53.49909803
786,57.5314272
787,59.32539029
788,54.8398725
789,58.73190377
790,49.49072127
791,52.15160751
792,50.06588992
793,52.13188198
794,55.83805963
795,56.57027771
796,58.68642474
797,61.63688383
798,61.61253654
799,56.16058359
800,54.51330515
801,53.11296784
802,56.1611011
803,58.69069956
804,59.78540202
805,63.66789052
806,58.5869915
807,52.9150325
808,58.23701175
809,52.77100715
810,55.78880577
811,57.9058559
812,58.09860338
813,61.65448972
814,51.92160005
815,57.05637815
816,57.78886714
817,50.50335158
818,53.14245764
819,52.54608639
820,58.03218556
821,54.60357646
822,52.37383713
823,58.53503778
824,59.98089653
825,54.75747792
826,57.67017853
827,56.44977068
828,57.05994849
829,59.1370402
830,61.61599558
831,56.38795818
832,54.40503143
833,57.34891093
834,52.54878994
835,54.81272938
836,57.02255508
837,60.36108216
838,61.84940996
839,58.76755409
840,61.34482582
841,59.37288308
842,58.56545836
843,58.36980509
844,59.94873999
845,56.17929442
846,61.30567807
847,56.26574908
848,54.01689901
849,56.51754926
850,61.92721071
851,59.26162666
852,58.21432559
853,62.99244355
854,56.34006122
855,58.77592963
856,62.15493905
857,59.40440232
858,61.3240947
859,63.33441106
860,58.39369772
861,59.0800909
862,63.06457338
863,57.36150383
864,53.61953321
865,49.79143686
866,62.37171815
867,62.75303259
868,61.86123442
869,56.95879267
870,58.21643016
871,59.71275872
872,54.81166841
873,57.25814759
874,59.39752835
875,60.04642594
876,67.47595164
877,61.55062796
878,61.11375822
879,63.50531007
880,62.09283763
881,63.48067335
882,58.55664096
883,59.91162664
884,61.59551725
885,55.87797343
886,58.59670474
887,58.45057679
888,59.93771536
889,58.43102676
890,56.44326187
891,56.58881885
892,60.91594254
893,57.80823559
894,58.32364522
895,62.65600475
896,58.08475006
897,60.25223781
898,54.45595433
899,51.28383952
900,57.97002626
901,57.49988519
902,52.30159066
903,61.09564229
904,58.42273775
905,59.89615429
906,56.90357439
907,64.51376722
908,60.39438477
909,63.65534956
910,71.35043029
911,71.46675965
912,66.59798782
913,53.72298948
914,63.98686463
915,62.3135136
916,55.74400435
917,58.45770198
918,58.41429685
919,57.51777223
920,54.579496
921,55.79233824
922,61.6618779
923,66.93718148
924,63.24228267
925,63.98697909
926,64.72371322
927,67.91288663
928,65.90004258
929,52.45252326
930,50.46071326
931,51.96739882
932,50.87494058
933,58.0418779
934,52.06696776
935,52.87164049
936,61.03718148
937,58.05453662
938,69.45982314
939,67.84125369
940,65.95288663
941,66.92451956
942,66.23472195
943,55.00838966
944,51.98792194
945,54.62164248
946,57.08236915
947,59.2726427
948,50.71662557
949,51.25267038
950,53.02914855
951,58.77960625
952,56.6679029
953,57.34020407
954,54.18894787
955,53.79243299
956,56.63351084
957,64.92881441
958,57.41410406
959,56.43793091
960,55.44069468
961,55.83291685
962,52.62273351
963,48.58254172
964,48.20723815
965,46.77744053
966,46.5107064
967,46.13487938
968,52.11584944
969,54.69198808
970,52.68134387
971,48.56182645
972,53.68225717
973,52.994752
974,50.94868079
975,53.76031373
976,55.24387474
977,50.97817606
978,53.27919369
979,53.95756075
980,50.15275579
981,47.26277923
982,50.90758353
983,52.35553857
984,50.45583593
985,51.9963603
986,49.34336959
987,50.26165991
988,54.29755312
989,51.41924438
990,52.61643307
991,49.51973534
992,55.74636394
993,48.8934718
994,57.80904881
995,57.30340858
996,55.2303061
997,55.27477957
998,57.05971626
999,56.13245193
1000,50.91799688
1001,53.50054747
1002,53.45452862
1003,50.86440466
1004,46.288891
1005,55.79381335
1006,52.67544628
1007,55.65149822
1008,50.28016414
1009,48.93934844
1010,52.87927957
1011,55.69886328
1012,52.26509628
1013,53.2794822
1014,52.49776286
1015,56.38578456
1016,52.54301355
1017,53.62801861
1018,46.0988672
1019,46.72551292
1020,53.04694039
1021,51.77279136
1022,47.96533689
1023,54.04473433
1024,52.21136119
1025,52.91126148
1026,51.39676744
1027,49.451681
1028,53.98469722
1029,54.1574005
1030,48.5826172
1031,48.28176794
1032,49.32855791
1033,53.69138812
1034,47.66077305
1035,51.08266935
1036,57.90178528
1037,60.59754328
1038,50.80567383
1039,51.75420689
1040,55.9323459
1041,49.62282429
1042,52.71149871
1043,51.03756415
1044,53.02344099
1045,50.98416798
1046,57.36761577
1047,52.39363414
1048,48.53751063
1049,56.86821751
1050,58.44270955
1051,54.24991043
1052,57.39148958
1053,52.55076525
1054,54.89923582
1055,53.76179064
1056,55.31954055
1057,54.85071583
1058,47.94686089
1059,49.54686089
1060,54.20613715
1061,54.20762914
1062,59.57363739
1063,59.59286875
1064,53.42038212
1065,53.5600922
1066,60.93445109
1067,53.32552537
1068,56.65953974
1069,55.75087423
1070,47.24827234
1071,47.38246049
1072,53.34801985
1073,55.24555103
1074,54.50729183
1075,59.38097223
1076,62.50422167
1077,61.01120165
1078,57.36997036
1079,55.52226091
1080,56.69124566
1081,61.17492259
1082,59.82484824
1083,61.02606272
1084,60.64878491
1085,54.54630997
1086,55.08929237
1087,52.35702178
1088,57.0951629
1089,57.53374899
1090,53.06677851
1091,51.71448436
1092,58.24390507
1093,58.57351585
1094,56.22856159
1095,54.67148754
1096,54.69326002
1097,55.64521974
1098,58.33818539
1099,59.09736969
1100,57.87227135
1101,58.15923343
1102,55.64751102
1103,58.78720121
1104,56.15987088
1105,59.02602921
1106,55.70798198
1107,57.96007326
1108,53.01204953
1109,49.74858913
1110,53.38328556
1111,54.43022207
1112,57.32161427
1113,51.64954953
1114,54.75354152
1115,56.14649688
1116,52.3595024
1117,58.40847692
1118,51.10452597
1119,53.29950679
1120,59.38426516
1121,56.00044363
1122,60.89311823
1123,56.8583322
1124,51.38042006
1125,57.04669927
1126,58.47559721
1127,57.85547664
1128,54.16196313
1129,59.29062591
1130,59.48305413
1131,57.9431597
1132,56.47799076
1133,59.42628079
1134,56.85459945
1135,60.66468553
1136,56.13214695
1137,57.97220961
1138,60.73177753
1139,60.59642289
1140,56.82309942
1141,61.78768207
1142,55.45153517
1143,60.63691935
1144,61.44192661
1145,55.83255459
1146,58.07286196
1147,66.27186084
1148,60.49946136
1149,63.44460346
1150,65.66446025
1151,64.64696942
1152,63.30765088
1153,64.05686489
1154,62.4902503
1155,58.29165702
1156,55.08265422
1157,56.97203177
1158,62.54616027
1159,55.26374587
1160,60.04264529
1161,60.60675965
1162,56.64568773
1163,60.59083506
1164,62.48457016
1165,68.86756619
1166,60.30846173
1167,71.61551925
1168,66.97487605
1169,63.98650328
1170,65.61126825
1171,64.02177281
1172,66.28297028
1173,65.1000447
1174,62.51857811
1175,60.2745057
1176,55.04989357
1177,53.93749476
1178,52.98324377
1179,52.56963597
1180,52.75215225
1181,59.55188615
1182,49.81616857
1183,54.46463913
1184,57.33249793
1185,61.62433325
1186,47.92361377
1187,50.99933428
1188,50.474304
1189,36.96471155
1190,42.50380598
1191,49.43708535
1192,49.68356965
1193,48.1758603
1194,47.09439371
1195,47.47381336
1196,48.85938515
1197,44.78317017
1198,52.73942704
1199,43.14226561
1200,48.99033423
1201,43.30173511
1202,39.51747799
1203,43.15633466
1204,44.7987519
1205,44.76549959
1206,40.11546711
1207,41.69038493
1208,44.21429083
1209,50.96137768
1210,43.40538137
1211,49.12105844
1212,55.54503839
1213,48.09832473
1214,44.50138359
1215,42.17251092
1216,47.69263346
1217,44.30052877
1218,41.67618244
1219,48.42468551
1220,43.50703904
1221,52.80517367
1222,41.63930133
1223,40.81349185
1224,46.75689159
1225,47.85978112
1226,45.71826035
1227,47.34686017
1228,46.79260918
1229,42.94920943
1230,46.36166745
1231,43.17792458
1232,46.23785573
1233,46.49034177
1234,52.30625948
1235,46.88851012
1236,43.48912747
1237,46.4550382
1238,50.64168465
1239,52.98176544
1240,49.12850645
1241,48.75463343
1242,49.89830407
1243,48.41786924
1244,50.46816235
1245,54.31171276
1246,45.56877649
1247,46.20139183
1248,50.32099405
1249,54.1917184
1250,45.76017538
1251,44.26125568
1252,47.03676934
1253,50.75863987
1254,60.33263897
1255,49.79545719
1256,42.41728447
1257,51.76873311
1258,41.35774707
1259,48.13387035
1260,47.06631387
1261,37.67419218
1262,52.21129817
1263,47.99284165
1264,46.97417953
1265,46.21229402
1266,39.73119681
1267,44.94052924
1268,48.27794106
1269,50.30203806
1270,50.80440795
1271,47.32334643
1272,43.16197293
1273,52.56434301
1274,42.75928889
1275,49.51830529
1276,46.89023797
1277,50.93331779
1278,43.8546553
1279,53.26596543
1280,56.33711671
1281,44.45687174
1282,47.4565292
1283,47.55703101
1284,44.23164217
1285,41.49360502
1286,42.49609086
1287,45.25139444
1288,37.08084273
1289,46.89501271
1290,44.78186236
1291,45.08740577
1292,48.49053955
1293,52.06050999
1294,42.15862051
1295,49.06703379
1296,41.7769004
1297,36.90465446
1298,43.0638573
1299,43.75174989
1300,46.78965238
1301,44.72186752
1302,44.83295311
1303,49.20054611
1304,49.91622921
1305,41.256686
1306,45.22180309
1307,46.41169396
1308,41.46252697
1309,51.67242409
1310,44.06151505
1311,48.72426803
1312,45.85335037
1313,49.09869958
1314,51.73497362
1315,49.63071719
1316,50.93659143
1317,51.50613209
1318,40.88178218
1319,40.56178218
1320,45.68974101
1321,37.90182931
1322,47.01769294
1323,43.35157633
1324,54.64121904
1325,53.50826932
1326,50.6188523
1327,51.82250278
1328,53.12110197
1329,50.53582844
1330,42.11631652
1331,37.75865418
1332,48.20112277
1333,50.15941139
1334,40.50699941
1335,44.19372315
1336,48.56864426
1337,44.97509836
1338,48.74002894
1339,43.95317005
1340,47.50457985
1341,43.87179356
1342,42.46724318
1343,45.8355147
1344,42.07562292
1345,54.19448611
1346,46.24253408
1347,51.8760199
1348,51.61381952
1349,47.01384579
1350,51.22132014
1351,47.7746088
1352,46.97244003
1353,45.47218705
1354,48.22806933
1355,45.05968705
1356,47.53577026
1357,57.10175155
1358,57.58566542
1359,52.69869542
1360,49.72523383
1361,53.39925576
1362,38.71996338
1363,42.74685042
1364,49.47714029
1365,48.92865597
1366,44.31038132
1367,46.63597958
1368,46.27136344
1369,49.7422378
1370,52.62649821
1371,55.20508452
1372,54.15664103
1373,50.14827786
1374,51.87397233
1375,48.67446505
1376,46.53716675
1377,41.70450803
1378,48.92755869
1379,50.77416337
1380,51.23777032
1381,50.06245445
1382,53.8674885
1383,52.38453124
1384,52.63759011
1385,53.03059048
1386,53.67811598
1387,48.10783316
1388,55.2800283
1389,50.92889624
1390,49.54541748
1391,51.30513299
1392,50.60958645
1393,49.63714145
1394,52.21628144
1395,48.5210261
1396,54.83334205
1397,57.4548246
1398,55.51088695
1399,53.19483987
1400,49.57465603
1401,48.63020045
1402,54.13598313
1403,50.21256689
1404,51.90640202
1405,50.62175313
1406,49.60384192
1407,46.38298244
1408,47.91654064
1409,51.78050023
1410,49.61256689
1411,48.71097078
1412,50.1823272
1413,47.00507791
1414,54.32322825
1415,52.51282432
1416,49.43198989
1417,54.77755869
1418,47.10229434
1419,48.90870666
1420,57.12492506
1421,55.11145727
1422,59.33960379
1423,53.62665396
1424,52.65476093
1425,55.82415789
1426,53.64155075
1427,52.84572457
1428,53.43339024
1429,55.52085788
1430,57.23250585
1431,55.72540404
1432,56.20349878
1433,54.85156356
1434,54.47784342
1435,54.15056144
1436,51.71945607
1437,49.23048732
1438,53.08593044
1439,54.5056459
1440,50.13340118
1441,56.3952983
1442,50.728356
1443,53.85792913
1444,44.714433
1445,45.79938587
1446,46.79534817
1447,45.07209172
1448,45.08573637
1449,49.61493896
1450,42.15906843
1451,48.38543451
1452,45.17726396
1453,45.35775397
1454,51.45959283
1455,50.3106795
1456,47.72990642
1457,44.59989183
1458,46.46482342
1459,52.04044492
1460,46.16794879
1461,52.61890949
1462,49.81003721
1463,50.05591108
1464,45.28877219
1465,49.86852697
1466,47.10009461
1467,49.74682874
1468,48.66186018
1469,46.20039779
1470,53.36723311
1471,49.67723351
1472,50.11214014
1473,51.13458865
1474,49.38948746
1475,52.21101227
1476,52.01888807
1477,50.14103911
1478,50.44505344
1479,49.74977831
1480,54.76702174
1481,54.47018243
1482,49.98287443
1483,47.41194633
1484,52.7325561
1485,51.42556457
1486,48.74388132
1487,50.29648223
1488,47.32386758
1489,51.28100648
1490,46.34339155
1491,54.43344895
1492,46.52046996
1493,51.59493267
1494,49.09687933
1495,43.91920196
1496,49.64549603
1497,48.21989819
1498,51.32516398
1499,56.19375335
1500,50.79245336
1501,52.12625077
1502,48.74788878
1503,50.59862169
1504,58.85510288
1505,51.42614071
1506,49.17885441
1507,48.95843163
1508,48.55968604
1509,53.09436252
1510,52.20451182
1511,54.07306846
1512,62.99263923
1513,49.92723288
1514,50.03039267
1515,51.81907385
1516,52.72771719
1517,59.85760839
1518,55.06877411
1519,49.0458755
1520,50.45174447
1521,54.22070965
1522,52.5608287
1523,51.06811892
1524,47.48639939
1525,46.86893241
1526,55.13933316
1527,53.75795667
1528,55.72765271
1529,54.79264249
1530,61.0788924
1531,58.69973283
1532,52.41688811
1533,57.51025082
1534,58.19273453
1535,52.24655967
1536,52.38278124
1537,51.99391967
1538,50.17985355
1539,55.67486679
1540,50.66724101
1541,48.83132335
1542,46.48586452
1543,49.93136297
1544,51.07061154
1545,51.70561154
1546,57.34689377
1547,56.16577026
1548,56.17377622
1549,57.24898207
1550,50.10173505
1551,54.32285856
1552,52.45200883
1553,53.52513461
1554,53.28902494
1555,51.76236585
1556,55.82007719
1557,51.88488236
1558,56.9453798
1559,48.67206205
1560,54.60018989
1561,52.49932253
1562,52.4707511
1563,47.69053922
1564,51.31158797
1565,52.68531143
1566,59.65689377
1567,57.75806441
1568,54.20990711
1569,51.71794426
1570,52.58663332
1571,49.59508712
1572,52.87401143
1573,51.42827022
1574,53.59216977
1575,49.91287554
1576,56.63163805
1577,51.09218698
1578,52.98674386
1579,54.67347337
1580,59.06839965
1581,58.56409366
1582,49.14296268
1583,49.56313417
1584,48.05091903
1585,50.69817952
1586,51.6548887
1587,51.37176937
1588,48.13285856
1589,47.95085527
1590,45.0711175
1591,52.42920974
1592,54.24706028
1593,55.31127985
1594,55.34767205
1595,54.58192305
1596,51.74351576
1597,47.27093046
1598,49.18262654
1599,47.43245847
1600,49.31315681
1601,48.05343915
1602,48.13768657
1603,46.84133485
1604,45.13766908
1605,46.77767148
1606,45.93560988
1607,44.05588498
1608,41.49619087
1609,53.67865011
1610,45.94743382
1611,42.36438697
1612,42.55536747
1613,38.95077917
1614,48.51952463
1615,44.43292038
1616,44.87561052
1617,45.85669442
1618,46.63530463
1619,42.68615945
1620,46.41857615
1621,45.28983919
1622,45.14351533
1623,43.41999352
1624,49.76448688
1625,44.34240871
1626,48.03571505
1627,48.69795514
1628,46.36060781
1629,48.12080996
1630,45.51124893
1631,46.72629606
1632,45.26796192
1633,45.40826203
1634,44.89579841
1635,44.83969015
1636,43.39900191
1637,46.27050905
1638,43.8544806
1639,47.54313138
1640,42.1526423
1641,51.95311075
1642,51.47479014
1643,49.17918287
1644,49.65631006
1645,55.73922503
1646,50.76794299
1647,52.94090084
1648,43.03421861
1649,41.51984
1650,42.37121709
1651,35.76174561
1652,51.8926933
1653,54.40438968
1654,52.51221706
1655,52.00167582
1656,47.3902043
1657,57.00773781
1658,53.71318093
1659,54.61280226
1660,53.19561363
1661,52.85197409
1662,52.21180725
1663,52.97674411
1664,53.4100625
1665,43.38823695
1666,48.55264721
